user,failed_logins,docs_accessed,session_duration_min,day_of_week,download_mb,own_section,role,entity_type,is_anomaly
user_26@scp.local,0,3,75.9,3,41.65,0.93,2,2,0
user_6@scp.local,0,2,48.0,1,17.94,0.8,3,1,0
user_10@scp.local,0,10,116.4,3,11.87,0.95,1,1,0
user_21@scp.local,0,7,29.3,0,1.97,0.97,2,2,0
user_23@scp.local,0,4,93.0,2,36.36,0.84,2,2,0
user_13@scp.local,0,5,63.8,2,8.72,0.99,3,1,0
user_27@scp.local,0,2,84.6,0,28.51,0.99,3,1,0
user_11@scp.local,0,7,119.3,0,39.95,0.99,5,2,0
user_46@scp.local,0,179,15.6,4,39.26,0.92,4,2,1
user_5@scp.local,0,5,76.1,2,23.27,1.0,4,2,0
user_37@scp.local,0,47,105.7,4,19.9,0.02,3,2,1
user_40@scp.local,0,10,30.6,3,8.07,0.81,3,1,0
user_7@scp.local,0,9,7.3,3,22.85,0.94,4,2,0
user_47@scp.local,0,6,6.8,3,46.56,0.99,3,2,0
user_50@scp.local,0,8,109.6,4,30.68,0.98,5,1,0
user_5@scp.local,0,4,41.0,2,8.34,0.99,3,1,0
user_18@scp.local,0,1,41.1,2,49.06,0.98,1,2,0
user_38@scp.local,0,3,97.5,0,18.57,0.84,5,1,0
user_36@scp.local,0,1,24.0,4,38.02,0.87,1,2,0
user_15@scp.local,0,0,56.3,0,36.0,0.85,5,1,0
user_20@scp.local,0,4,29.0,3,30.87,0.95,3,2,0
user_47@scp.local,0,141,21.2,1,5.83,0.91,2,2,1
user_43@scp.local,0,33,65.2,3,45.52,0.01,1,1,1
user_41@scp.local,0,3,110.6,4,32.68,0.87,3,2,0
user_8@scp.local,0,4,96.4,3,19.42,0.89,1,1,0
user_21@scp.local,0,4,77.2,0,20.87,0.88,2,2,0
user_3@scp.local,0,9,71.9,2,22.45,0.89,5,1,0
user_21@scp.local,0,4,105.7,3,45.79,0.94,5,2,0
user_16@scp.local,0,6,115.9,0,6.98,0.94,4,2,0
user_4@scp.local,0,4,106.8,3,7.08,0.93,4,1,0
user_39@scp.local,0,1,78.1,2,5.79,0.87,4,2,0
user_45@scp.local,0,0,101.1,3,2.66,0.97,3,1,0
user_31@scp.local,0,3,37.6,1,46.65,0.9,3,1,0
user_45@scp.local,0,164,25.9,0,39.75,0.84,4,2,1
user_10@scp.local,0,4,115.8,1,42.84,0.83,3,1,0
user_7@scp.local,0,1,24.3,2,44.02,0.98,2,2,0
user_6@scp.local,0,9,52.1,0,39.29,0.8,2,1,0
user_4@scp.local,0,7,88.7,1,47.43,0.89,5,2,0
user_15@scp.local,0,0,99.0,1,1.86,0.94,3,1,0
user_42@scp.local,0,8,31.8,1,7.0,0.96,4,2,0
user_11@scp.local,0,6,68.9,2,32.34,0.91,5,2,0
user_18@scp.local,0,10,21.7,4,11.6,0.94,5,2,0
user_18@scp.local,0,0,110.6,0,42.8,0.82,1,1,0
user_39@scp.local,0,1,77.2,1,31.2,0.99,5,1,0
user_44@scp.local,0,6,38.8,1,28.11,0.92,5,2,0
user_4@scp.local,0,4,114.2,4,6.03,0.97,1,1,0
user_31@scp.local,0,5,62.2,0,10.69,0.93,3,2,0
user_46@scp.local,0,33,8.9,1,24.27,0.16,4,1,1
user_41@scp.local,0,7,48.6,2,1.11,0.99,5,1,0
user_46@scp.local,0,7,23.4,0,33.62,0.9,4,2,0
user_12@scp.local,0,6,91.5,2,4.4,0.97,5,2,0
user_29@scp.local,0,6,113.1,1,13.96,0.88,4,2,0
user_1@scp.local,0,2,98.8,1,13.84,0.89,4,1,0
user_43@scp.local,0,2,90.7,2,49.96,0.85,1,1,0
user_21@scp.local,0,2,27.7,4,38.48,0.95,3,2,0
user_20@scp.local,0,2,71.8,3,11.75,0.88,5,2,0
user_13@scp.local,0,1,60.6,2,14.12,0.86,2,1,0
user_39@scp.local,0,1,51.9,1,29.0,0.93,3,1,0
user_37@scp.local,0,0,107.1,3,6.51,0.86,3,1,0
user_37@scp.local,0,0,14.3,1,8.9,0.82,2,1,0
user_19@scp.local,0,4,23.5,3,11.68,0.85,1,1,0
user_11@scp.local,0,9,17.8,1,30.02,0.95,1,1,0
user_6@scp.local,0,70,20.5,2,872.09,0.85,2,2,1
user_36@scp.local,5,2,112.0,2,9.07,0.83,3,2,1
user_41@scp.local,0,9,51.7,1,36.35,0.87,1,2,0
user_30@scp.local,0,7,49.5,2,11.8,0.87,1,1,0
user_24@scp.local,0,9,8.0,1,28.07,0.83,4,1,0
user_32@scp.local,0,6,54.6,2,15.71,0.81,4,1,0
user_30@scp.local,0,5,33.7,0,39.0,0.85,3,1,0
user_7@scp.local,0,10,112.1,2,6.86,0.91,1,1,0
user_37@scp.local,0,6,110.9,4,1.15,1.0,5,2,0
user_49@scp.local,0,2,118.8,1,11.84,0.97,2,2,0
user_22@scp.local,0,1,33.0,3,47.08,0.98,4,1,0
user_41@scp.local,0,5,47.2,2,33.49,0.98,5,2,0
user_20@scp.local,0,5,107.9,3,49.85,0.92,3,2,0
user_41@scp.local,0,0,96.6,1,30.22,0.96,4,2,0
user_28@scp.local,0,54,86.2,2,873.94,0.9,1,1,1
user_30@scp.local,0,4,112.7,1,2.26,0.99,5,2,0
user_16@scp.local,0,0,80.5,3,12.49,0.91,2,2,0
user_1@scp.local,0,2,106.1,4,3.79,0.86,4,1,0
user_10@scp.local,0,6,30.2,2,0.62,0.82,3,1,0
user_31@scp.local,0,9,68.9,2,39.96,0.96,2,1,0
user_15@scp.local,0,9,78.9,1,15.98,0.87,5,2,0
user_44@scp.local,0,5,35.3,2,32.77,0.96,4,2,0
user_44@scp.local,0,2,17.3,1,42.26,0.8,3,2,0
user_24@scp.local,0,4,107.8,2,30.04,0.82,5,1,0
user_8@scp.local,0,9,33.3,0,29.7,0.97,2,1,0
user_3@scp.local,0,2,43.0,3,38.91,0.99,3,2,0
user_38@scp.local,0,10,82.4,2,33.52,0.8,5,2,0
user_37@scp.local,0,9,57.7,0,13.06,0.85,3,1,0
user_28@scp.local,0,10,109.1,4,17.96,0.83,1,1,0
user_38@scp.local,0,2,25.8,2,22.02,0.89,2,2,0
user_32@scp.local,0,5,43.0,0,15.06,0.89,2,2,0
user_5@scp.local,0,7,85.2,0,11.71,0.94,4,1,0
user_40@scp.local,0,5,96.1,1,11.7,0.81,2,2,0
user_32@scp.local,0,6,83.5,4,7.97,0.92,1,2,0
user_46@scp.local,0,10,45.3,3,2.83,0.86,5,2,0
user_43@scp.local,0,10,86.6,0,18.08,0.88,1,2,0
user_20@scp.local,0,189,19.9,3,10.76,0.96,5,1,1
user_50@scp.local,0,9,38.2,4,10.6,0.84,4,1,0
user_3@scp.local,0,5,110.0,4,5.48,0.98,5,2,0
user_1@scp.local,12,2,112.3,1,12.59,0.92,4,2,1
user_10@scp.local,0,9,102.8,3,21.03,0.88,4,2,0
user_12@scp.local,0,1,77.8,4,48.43,0.84,3,1,0
user_12@scp.local,0,9,101.7,3,7.99,0.99,3,1,0
user_25@scp.local,0,46,93.7,3,650.79,0.98,5,1,1
user_26@scp.local,0,4,6.5,2,21.31,0.83,3,1,0
user_32@scp.local,0,9,100.6,3,25.54,0.81,2,2,0
user_5@scp.local,0,6,109.2,1,29.13,0.88,3,2,0
user_39@scp.local,0,10,74.3,4,5.2,0.97,5,1,0
user_2@scp.local,0,10,69.4,0,6.17,0.99,2,1,0
user_30@scp.local,0,10,52.9,4,4.77,0.92,1,2,0
user_18@scp.local,18,9,80.7,3,28.58,0.94,5,1,1
user_41@scp.local,0,9,18.0,1,8.1,0.84,5,2,0
user_13@scp.local,0,7,41.6,2,48.7,0.91,2,2,0
user_11@scp.local,0,184,16.6,0,33.15,0.9,1,1,1
user_41@scp.local,0,2,96.0,1,15.68,0.84,2,2,0
user_12@scp.local,0,7,18.3,2,25.7,0.94,2,1,0
user_38@scp.local,0,4,53.8,4,6.39,0.93,4,1,0
user_9@scp.local,0,4,56.6,1,46.56,0.95,1,2,0
user_46@scp.local,0,10,59.1,1,24.2,0.89,3,1,0
user_49@scp.local,0,6,13.7,4,6.35,0.98,3,2,0
user_34@scp.local,0,6,115.1,3,49.15,0.96,1,1,0
user_47@scp.local,0,10,112.8,1,0.41,0.85,3,1,0
user_9@scp.local,0,0,33.5,2,36.82,0.9,5,2,0
user_20@scp.local,0,9,100.2,2,14.94,0.8,4,1,0
user_21@scp.local,0,7,16.6,4,9.45,0.96,3,2,0
user_21@scp.local,0,9,25.4,2,18.15,0.96,1,1,0
user_5@scp.local,0,0,44.2,2,4.75,0.85,4,2,0
user_5@scp.local,0,4,42.5,0,13.12,0.86,4,2,0
user_38@scp.local,0,4,58.9,4,23.15,0.98,4,2,0
user_26@scp.local,0,8,35.0,1,15.19,0.84,1,2,0
user_33@scp.local,0,36,76.9,2,506.0,0.88,3,1,1
user_34@scp.local,0,2,63.8,2,15.18,0.97,5,2,0
user_27@scp.local,0,7,67.7,3,9.05,0.96,4,1,0
user_41@scp.local,0,1,51.1,3,26.34,0.94,1,1,0
user_8@scp.local,0,3,9.5,4,37.43,0.96,1,1,0
user_46@scp.local,0,4,293.5,5,24.97,0.93,4,2,1
user_30@scp.local,0,4,88.5,2,21.93,0.85,1,1,0
user_11@scp.local,0,9,119.6,1,44.31,1.0,4,1,0
user_18@scp.local,0,1,111.3,4,6.37,0.84,5,2,0
user_17@scp.local,0,2,42.8,1,39.69,0.95,2,1,0
user_11@scp.local,0,4,56.0,2,7.74,0.91,3,1,0
user_12@scp.local,0,3,373.6,5,44.61,0.91,3,2,1
user_6@scp.local,0,4,115.0,1,39.2,0.81,3,1,0
user_10@scp.local,0,2,92.5,3,43.22,1.0,2,2,0
user_18@scp.local,0,7,13.5,3,32.83,0.87,4,2,0
user_31@scp.local,0,0,23.1,4,18.97,0.92,3,2,0
user_7@scp.local,0,3,79.5,4,3.92,0.89,4,1,0
user_21@scp.local,0,2,59.3,2,11.5,0.95,4,1,0
user_43@scp.local,0,178,11.0,4,34.86,0.99,5,2,1
user_32@scp.local,12,9,44.1,1,29.61,0.9,2,2,1
user_35@scp.local,0,7,9.5,2,42.25,0.84,4,1,0
user_16@scp.local,0,1,27.7,4,11.4,0.9,4,2,0
user_34@scp.local,0,2,87.9,4,10.14,0.91,5,2,0
user_7@scp.local,0,0,296.7,5,26.58,0.93,1,1,1
user_9@scp.local,0,7,75.9,3,30.56,0.92,5,2,0
user_22@scp.local,0,2,98.3,1,30.17,0.9,5,2,0
user_1@scp.local,0,7,45.3,2,35.55,0.8,1,1,0
user_49@scp.local,0,9,68.5,4,36.7,0.84,1,2,0
user_31@scp.local,0,3,111.3,0,29.8,0.86,2,2,0
user_47@scp.local,0,7,9.7,1,17.1,0.83,2,2,0
user_42@scp.local,0,8,65.7,1,12.95,0.85,4,2,0
user_10@scp.local,0,8,83.5,3,31.39,0.91,3,1,0
user_16@scp.local,0,10,60.9,2,31.62,0.86,2,1,0
user_33@scp.local,0,6,100.1,4,34.54,0.99,1,2,0
user_8@scp.local,0,2,33.0,1,32.31,0.83,1,1,0
user_2@scp.local,0,6,73.3,3,41.56,0.98,5,1,0
user_45@scp.local,0,3,91.3,3,28.0,0.93,2,2,0
user_9@scp.local,0,0,92.5,0,19.6,0.96,5,2,0
user_21@scp.local,0,9,102.5,2,6.58,0.92,3,1,0
user_40@scp.local,0,9,50.0,3,44.11,0.99,2,2,0
user_24@scp.local,0,50,41.0,4,630.66,0.95,5,1,1
user_46@scp.local,0,6,57.1,0,24.79,0.87,1,1,0
user_50@scp.local,0,0,28.2,0,24.3,0.82,2,1,0
user_47@scp.local,0,4,41.5,4,36.09,0.93,4,1,0
user_48@scp.local,0,9,23.3,4,16.36,0.97,2,2,0
user_49@scp.local,0,6,81.9,3,36.52,0.88,1,2,0
user_30@scp.local,0,7,101.7,1,14.13,0.94,5,2,0
user_31@scp.local,0,2,46.2,3,47.9,0.87,1,1,0
user_14@scp.local,0,3,69.4,0,11.08,0.97,4,1,0
user_8@scp.local,0,8,56.6,3,9.83,0.91,3,1,0
user_12@scp.local,0,8,111.3,3,26.9,0.9,5,1,0
user_2@scp.local,0,6,26.2,1,48.96,0.99,5,2,0
user_46@scp.local,0,124,12.4,3,3.68,0.88,1,1,1
user_16@scp.local,0,113,20.4,2,3.05,0.98,1,1,1
user_18@scp.local,0,4,12.1,2,30.86,0.98,1,2,0
user_37@scp.local,0,0,114.2,2,41.93,0.96,5,1,0
user_33@scp.local,0,3,30.4,3,3.53,0.93,3,1,0
user_20@scp.local,0,10,49.5,0,7.09,0.88,3,2,0
user_20@scp.local,0,7,7.1,3,29.51,0.92,1,2,0
user_5@scp.local,0,5,21.9,4,24.12,0.84,5,2,0
user_12@scp.local,0,2,21.5,3,25.26,0.88,5,1,0
user_31@scp.local,0,8,10.4,3,7.85,0.98,1,1,0
user_46@scp.local,0,0,111.6,0,8.01,0.89,2,1,0
user_25@scp.local,0,4,56.1,2,28.64,0.91,5,2,0
user_32@scp.local,0,3,89.1,0,37.59,0.9,4,1,0
user_18@scp.local,0,42,17.1,2,27.4,0.12,1,1,1
user_13@scp.local,0,8,66.3,2,8.65,0.95,5,1,0
user_15@scp.local,0,7,30.2,0,3.13,0.83,3,2,0
user_18@scp.local,0,8,67.1,2,28.68,0.91,2,2,0
user_42@scp.local,0,9,256.0,6,22.18,0.83,5,2,1
user_14@scp.local,0,4,68.9,2,36.03,0.96,1,2,0
user_19@scp.local,0,8,74.4,2,9.77,0.99,4,1,0
user_26@scp.local,0,3,86.9,0,20.99,0.85,5,1,0
user_15@scp.local,0,2,41.0,1,48.17,0.92,1,2,0
user_9@scp.local,0,3,15.6,1,17.37,0.88,5,2,0
user_2@scp.local,0,1,118.9,4,19.42,0.8,3,2,0
user_37@scp.local,0,2,61.3,1,2.54,0.96,4,2,0
user_22@scp.local,0,0,34.6,2,1.44,0.99,5,1,0
user_44@scp.local,0,5,9.0,4,0.55,0.96,4,2,0
user_15@scp.local,0,4,53.0,3,17.67,0.88,5,2,0
user_16@scp.local,0,1,6.6,0,9.86,0.96,4,1,0
user_5@scp.local,0,8,84.0,1,10.34,0.94,5,2,0
user_5@scp.local,0,3,28.1,3,44.65,0.85,3,2,0
user_34@scp.local,0,4,106.0,1,22.03,0.91,4,2,0
user_5@scp.local,0,8,100.2,1,42.34,0.91,1,2,0
user_49@scp.local,0,10,72.8,4,27.64,0.96,5,2,0
user_17@scp.local,0,7,77.2,4,44.9,0.87,5,2,0
user_17@scp.local,0,3,92.8,3,11.03,0.91,4,2,0
user_48@scp.local,0,5,31.1,4,43.39,0.9,3,1,0
user_2@scp.local,0,5,30.4,3,0.34,0.96,4,2,0
user_4@scp.local,0,36,92.6,4,29.81,0.03,4,1,1
user_3@scp.local,0,0,93.6,0,31.95,0.95,4,1,0
user_2@scp.local,0,4,49.8,0,3.44,0.8,4,1,0
user_46@scp.local,0,51,26.6,3,22.08,0.84,4,2,1
user_22@scp.local,0,10,31.0,0,28.82,0.93,1,2,0
user_14@scp.local,0,4,69.0,3,5.78,0.98,1,2,0
user_3@scp.local,0,6,34.7,4,23.54,0.95,3,1,0
user_13@scp.local,0,9,22.8,0,7.64,0.85,5,1,0
user_9@scp.local,0,9,63.1,0,11.67,0.81,3,1,0
user_6@scp.local,0,5,64.1,2,34.29,0.98,5,2,0
user_28@scp.local,0,5,58.1,2,8.57,0.9,3,2,0
user_48@scp.local,0,2,40.4,2,21.13,0.93,2,2,0
user_24@scp.local,0,10,98.5,0,48.0,0.94,2,1,0
user_43@scp.local,0,4,107.3,0,27.16,0.97,4,2,0
user_40@scp.local,0,83,90.5,2,1653.3,0.9,1,2,1
user_3@scp.local,0,0,31.8,0,46.88,0.87,1,1,0
user_47@scp.local,0,9,29.2,3,19.51,0.95,4,2,0
user_50@scp.local,0,9,28.2,1,16.03,0.93,1,2,0
user_38@scp.local,0,4,26.4,1,5.83,0.82,2,2,0
user_11@scp.local,0,9,38.1,0,41.72,0.88,2,2,0
user_46@scp.local,0,9,54.5,1,18.24,0.8,4,2,0
user_36@scp.local,0,8,107.4,2,36.9,0.88,5,1,0
user_12@scp.local,0,9,63.3,1,36.34,0.89,5,2,0
user_7@scp.local,0,9,78.1,0,25.99,0.86,2,2,0
user_39@scp.local,0,6,63.9,2,35.05,0.99,1,2,0
user_45@scp.local,0,2,70.6,4,29.78,0.85,3,1,0
user_45@scp.local,0,10,430.5,5,20.15,0.83,5,2,1
user_25@scp.local,0,2,42.4,2,37.04,0.97,3,1,0
user_3@scp.local,0,6,68.6,3,12.5,0.91,1,1,0
user_27@scp.local,0,5,48.9,4,9.93,0.83,5,1,0
user_5@scp.local,0,8,43.7,4,15.44,0.82,1,1,0
user_26@scp.local,0,2,18.4,3,36.12,0.88,3,2,0
user_18@scp.local,0,4,111.3,2,6.71,0.88,5,2,0
user_18@scp.local,0,6,97.1,3,23.04,0.99,1,2,0
user_40@scp.local,0,1,472.5,5,39.73,0.85,5,1,1
user_48@scp.local,0,5,109.2,0,8.65,0.83,1,2,0
user_48@scp.local,0,1,23.1,0,6.27,0.89,2,1,0
user_43@scp.local,0,4,6.9,2,14.61,0.85,2,1,0
user_42@scp.local,26,9,109.6,0,44.26,0.92,4,1,1
user_8@scp.local,0,2,24.7,0,40.04,0.99,4,2,0
user_45@scp.local,0,7,93.2,4,48.34,0.85,3,2,0
user_42@scp.local,0,4,57.1,1,14.07,0.93,5,2,0
user_26@scp.local,0,7,18.5,1,42.9,0.83,4,1,0
user_42@scp.local,0,1,42.2,2,36.78,0.81,5,1,0
user_30@scp.local,0,0,99.6,4,21.72,0.82,1,1,0
user_36@scp.local,0,5,55.5,3,9.78,0.93,4,1,0
user_26@scp.local,0,4,118.5,3,1.57,0.96,2,1,0
user_16@scp.local,0,1,22.1,1,37.01,0.95,4,1,0
user_32@scp.local,0,0,29.5,1,43.48,1.0,4,2,0
user_46@scp.local,0,5,99.4,4,3.22,0.92,5,1,0
user_25@scp.local,0,10,99.1,4,40.2,0.91,5,2,0
user_44@scp.local,0,9,66.8,4,10.22,0.83,4,1,0
user_27@scp.local,0,3,64.7,0,49.02,0.96,3,2,0
user_21@scp.local,0,5,59.9,2,31.14,0.96,1,1,0
user_46@scp.local,0,5,26.0,4,26.62,0.93,1,1,0
user_19@scp.local,0,10,62.2,1,16.17,0.94,3,2,0
user_37@scp.local,0,4,65.2,2,32.27,0.8,1,1,0
user_20@scp.local,0,3,28.8,1,28.06,0.86,5,1,0
user_47@scp.local,0,154,18.6,1,39.3,0.94,3,1,1
user_3@scp.local,0,10,8.9,2,41.97,0.98,4,2,0
user_38@scp.local,0,8,56.0,3,27.43,0.81,5,2,0
user_8@scp.local,26,8,100.2,0,17.72,0.92,4,2,1
user_19@scp.local,0,2,78.3,0,37.01,0.99,4,2,0
user_15@scp.local,0,6,23.4,2,41.09,0.82,3,1,0
user_13@scp.local,0,6,66.5,4,24.99,0.98,4,1,0
user_15@scp.local,0,10,98.9,1,2.8,0.88,5,2,0
user_2@scp.local,0,1,465.9,5,15.88,0.8,3,1,1
user_33@scp.local,0,10,97.1,4,37.32,0.87,5,2,0
user_33@scp.local,0,1,40.7,1,15.46,0.84,5,2,0
user_32@scp.local,0,7,28.0,4,0.91,0.9,2,1,0
user_44@scp.local,0,3,47.0,1,41.86,0.92,2,2,0
user_37@scp.local,0,3,54.0,1,46.15,0.89,5,1,0
user_24@scp.local,0,9,44.7,1,48.66,0.82,4,2,0
user_44@scp.local,0,0,114.2,2,19.64,0.97,4,2,0
user_21@scp.local,0,6,104.4,1,26.6,0.91,2,1,0
user_32@scp.local,0,10,20.3,3,29.28,0.9,2,2,0
user_27@scp.local,0,82,114.6,2,1084.82,0.89,5,2,1
user_40@scp.local,0,8,210.4,6,38.35,0.85,3,2,1
user_45@scp.local,0,9,20.4,0,30.52,0.88,4,2,0
user_17@scp.local,0,3,83.3,1,36.69,0.92,3,1,0
user_13@scp.local,0,79,28.4,0,22.58,0.99,4,1,1
user_17@scp.local,0,8,40.9,3,47.5,0.97,4,2,0
user_17@scp.local,0,1,74.2,4,37.82,0.9,1,2,0
user_45@scp.local,0,7,479.1,5,43.59,0.88,1,1,1
user_21@scp.local,0,0,101.8,1,40.38,0.87,4,1,0
user_12@scp.local,0,10,479.7,6,6.1,0.83,3,1,1
user_15@scp.local,0,9,89.8,0,4.69,0.96,2,2,0
user_49@scp.local,0,4,90.6,3,18.08,0.91,2,2,0
user_9@scp.local,0,5,69.2,2,40.67,0.95,2,2,0
user_46@scp.local,0,8,96.5,0,13.17,0.86,3,2,0
user_40@scp.local,0,10,18.1,2,48.83,0.9,3,1,0
user_23@scp.local,0,3,41.0,3,15.53,0.82,1,1,0
user_37@scp.local,0,5,63.6,2,27.76,0.99,4,2,0
user_21@scp.local,0,6,65.7,0,20.26,0.94,5,2,0
user_27@scp.local,0,10,100.9,2,20.79,0.89,5,2,0
user_45@scp.local,0,3,9.7,0,1.41,0.97,4,1,0
user_20@scp.local,0,9,13.6,3,24.88,0.81,4,2,0
user_28@scp.local,0,64,23.2,4,29.47,0.84,5,1,1
user_10@scp.local,0,9,26.7,4,47.44,0.93,3,2,0
user_33@scp.local,0,4,65.4,2,15.27,0.83,2,1,0
user_23@scp.local,0,9,90.2,4,36.12,0.89,4,1,0
user_40@scp.local,0,3,110.8,4,1.38,0.89,2,1,0
user_7@scp.local,0,7,51.3,2,4.41,0.94,1,2,0
user_4@scp.local,0,5,69.5,4,1.7,0.93,1,2,0
user_5@scp.local,0,3,63.9,0,29.1,0.99,2,1,0
user_29@scp.local,0,7,116.1,0,40.21,0.86,1,2,0
user_6@scp.local,0,84,26.1,3,1.74,0.98,4,2,1
user_18@scp.local,0,9,88.6,2,21.94,0.88,4,1,0
user_43@scp.local,0,8,99.3,1,39.3,0.98,5,1,0
user_6@scp.local,0,3,99.9,0,7.04,0.97,1,1,0
user_7@scp.local,0,10,91.1,1,6.83,0.81,5,2,0
user_17@scp.local,0,8,25.5,1,35.82,0.96,4,2,0
user_17@scp.local,0,3,86.5,4,37.41,0.83,3,1,0
user_26@scp.local,0,9,86.4,4,23.76,0.93,5,1,0
user_37@scp.local,0,4,108.6,0,5.62,0.85,5,2,0
user_47@scp.local,0,2,84.9,1,48.66,0.92,4,1,0
user_48@scp.local,0,2,93.5,0,3.57,0.89,1,2,0
user_46@scp.local,0,9,96.6,3,14.46,0.99,1,2,0
user_42@scp.local,0,7,12.6,4,31.74,0.86,2,2,0
user_1@scp.local,0,8,45.8,1,13.31,0.87,3,1,0
user_38@scp.local,0,3,75.1,2,43.76,0.94,3,2,0
user_25@scp.local,0,3,92.8,0,38.85,0.97,3,2,0
user_7@scp.local,0,6,99.8,3,28.77,0.82,4,2,0
user_13@scp.local,0,0,22.1,2,20.69,0.81,2,1,0
user_3@scp.local,0,4,55.6,3,24.62,0.97,2,1,0
user_20@scp.local,0,10,47.0,1,16.52,0.98,3,1,0
user_40@scp.local,0,8,17.4,0,22.01,0.83,4,2,0
user_46@scp.local,0,7,100.0,1,32.4,0.98,1,1,0
user_3@scp.local,0,10,68.9,2,28.61,0.86,5,2,0
user_17@scp.local,0,2,66.4,3,12.91,0.88,4,1,0
user_14@scp.local,0,9,11.4,2,33.64,0.91,5,2,0
user_33@scp.local,0,1,76.9,4,20.94,0.88,5,2,0
user_1@scp.local,0,10,96.3,1,48.37,0.88,2,2,0
user_46@scp.local,0,1,77.1,3,16.73,0.91,3,1,0
user_42@scp.local,0,10,75.5,0,12.91,0.99,1,2,0
user_50@scp.local,0,2,25.3,0,34.27,0.82,3,1,0
user_27@scp.local,0,4,75.5,4,21.78,0.99,1,1,0
user_2@scp.local,0,7,42.0,2,9.54,0.97,2,2,0
user_3@scp.local,0,4,22.9,3,31.21,0.99,3,1,0
user_15@scp.local,0,3,73.9,1,21.65,0.9,4,1,0
user_7@scp.local,0,8,87.3,1,18.23,0.98,5,1,0
user_32@scp.local,0,10,97.2,1,23.71,0.88,1,1,0
user_12@scp.local,0,6,13.2,0,2.81,0.85,4,2,0
user_37@scp.local,0,9,40.0,3,3.28,0.85,4,1,0
user_38@scp.local,0,8,117.8,2,38.11,0.96,2,2,0
user_49@scp.local,0,4,33.5,1,43.76,0.92,4,2,0
user_19@scp.local,0,8,104.8,0,35.43,0.83,5,1,0
user_36@scp.local,0,8,94.4,4,26.3,1.0,5,2,0
user_50@scp.local,0,10,73.0,0,46.11,0.84,2,2,0
user_38@scp.local,0,10,35.1,4,40.34,0.92,1,1,0
user_30@scp.local,0,3,74.3,2,7.9,0.88,2,1,0
user_7@scp.local,0,10,37.6,4,33.91,0.95,3,2,0
user_49@scp.local,0,10,118.7,1,46.36,0.88,2,2,0
user_18@scp.local,0,88,5.9,0,1175.76,0.9,3,2,1
user_5@scp.local,0,7,5.7,4,19.82,0.84,5,1,0
user_24@scp.local,0,1,11.7,2,42.55,0.99,1,2,0
user_30@scp.local,0,2,69.7,0,26.18,0.83,5,2,0
user_36@scp.local,0,8,88.5,2,30.08,0.96,2,2,0
user_47@scp.local,0,10,104.8,2,6.53,0.83,4,2,0
user_21@scp.local,0,4,73.6,3,0.85,0.88,5,2,0
user_42@scp.local,0,4,6.3,0,14.73,0.99,1,1,0
user_46@scp.local,0,9,77.0,1,16.15,0.81,1,1,0
user_17@scp.local,0,1,103.8,0,3.9,0.84,4,2,0
user_47@scp.local,0,0,115.0,0,4.53,0.93,1,2,0
user_12@scp.local,0,8,11.6,3,5.72,0.83,4,2,0
user_37@scp.local,0,8,92.6,0,21.0,0.95,2,1,0
user_36@scp.local,0,3,28.3,3,16.58,0.87,5,1,0
user_18@scp.local,0,0,63.5,0,2.41,0.97,2,1,0
user_11@scp.local,0,1,33.7,4,10.49,0.8,4,1,0
user_25@scp.local,0,4,76.4,3,49.17,0.83,1,1,0
user_29@scp.local,0,1,24.2,4,27.03,0.97,5,1,0
user_48@scp.local,0,7,101.2,2,25.05,0.91,2,1,0
user_17@scp.local,0,9,34.2,0,31.61,0.89,1,1,0
user_29@scp.local,0,4,97.4,4,5.57,0.8,5,2,0
user_44@scp.local,0,1,18.0,0,15.95,0.84,5,2,0
user_33@scp.local,0,10,110.0,3,0.17,0.88,1,2,0
user_21@scp.local,0,10,86.3,2,15.79,0.92,2,1,0
user_41@scp.local,0,10,108.7,1,19.4,0.84,5,1,0
user_6@scp.local,0,0,111.0,1,3.79,0.98,1,1,0
user_50@scp.local,0,0,36.3,2,3.42,0.82,5,1,0
user_43@scp.local,0,1,111.4,4,35.56,0.99,4,1,0
user_12@scp.local,0,9,61.9,0,25.82,1.0,2,1,0
user_50@scp.local,0,1,11.3,1,37.89,0.89,2,2,0
user_44@scp.local,0,2,268.1,5,35.89,0.85,3,2,1
user_33@scp.local,0,0,45.4,3,9.84,0.99,5,2,0
user_28@scp.local,0,4,69.7,4,40.47,0.99,1,1,0
user_18@scp.local,0,8,15.5,3,20.0,0.84,2,2,0
user_27@scp.local,0,2,60.2,3,13.83,0.89,4,1,0
user_2@scp.local,0,2,41.3,2,12.05,0.85,5,2,0
user_31@scp.local,0,6,93.4,3,13.59,0.88,3,2,0
user_21@scp.local,18,5,5.3,4,25.51,0.96,5,1,1
user_35@scp.local,0,0,11.4,4,14.84,0.88,1,1,0
user_10@scp.local,0,2,57.5,1,1.89,0.81,2,2,0
user_6@scp.local,0,10,107.6,3,36.8,0.8,2,2,0
user_21@scp.local,0,6,66.4,1,37.23,0.81,4,2,0
user_7@scp.local,0,10,81.4,2,27.41,0.99,2,1,0
user_4@scp.local,0,2,28.1,0,14.62,0.9,1,2,0
user_32@scp.local,0,4,91.2,1,3.94,0.92,1,1,0
user_17@scp.local,0,0,39.7,4,3.23,0.92,4,1,0
user_48@scp.local,0,7,33.9,4,20.83,0.84,1,2,0
